"","OM","Code","conv","nll","nll_Catch1","nll_Catch2","nll_Catch3","nll_Catch4","nll_Catch5","nll_Ceq1","nll_Ceq2","nll_Ceq3","nll_Ceq4","nll_Ceq5","nll_CAA1","nll_CAA2","nll_CAA3","nll_CAA4","nll_CAA5","nll_Index1","nll_Index2","q1","q2"
"1","16","PS_Two","TRUE","4549.55","0","0","0","0","0","0","0","0.95","0.94","0.66","333.7","404.26","688.07","649.47","763.82","12.37","32.72","3.14","0.04"
